Indian Port,Cush,BE_NO,BE_DATE,CTH,ITEM,QTY,UQC,UNIT_VALUE_INR,InvoiceUnitPriceFC,Invoice_Currency,TOTAL_VALUE,UPI,Total_Duty_Paid,IEC,IMPORTER,ADDRESS,CITY,Supp_Name,Supp_Address,CHA_NAME,Port_Of_Shipment,COUNTRY,source_file,yyyymm,GRADE_SPEC,outlier_reason_item,outlier_reason_text,outlier_reason_qty,outlier_reason_price,outlier_reason_usp,unit_price
Bombay Air Cargo,Inbom4,0,2026-02-07,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),3400.0,KG,11307.95,11307.95,Inr,38447028.0,,10663284.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co. Ltd.Pacific Road No.1Nuanquan Economic Zone Helan, County Yinchuan, Ningxi A, China. , , China Chinachina",29,Chongqing,CHINA,data\raw\azithromycin_202603.xlsx,202602,USP,,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,61.68,KG,12096.0,140.0,Usd,746069.19,,150967.09,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,60.82,KG,12096.0,140.0,Usd,735690.81,,148867.09,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,60.49,KG,12096.0,140.0,Usd,731735.44,,148066.7,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,0,2026-01-10,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),542.0,KG,11171.0,123.0,Usd,6054750.0,,0.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co. Ltd.Pacific Road No.1Nuanquan Economic Zone Helan, County Yinchuan, Ningxi A, China. , , China Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202601,USP,,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,0,2026-01-10,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),2446.0,KG,11171.0,123.0,Usd,27324574.0,,7578470.5,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co. Ltd.Pacific Road No.1Nuanquan Economic Zone Helan, County Yinchuan, Ningxi A, China. , , China Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202601,USP,,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,0,2026-01-10,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),1212.0,KG,11171.0,123.0,Usd,13539404.0,,2638153.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co. Ltd.Pacific Road No.1Nuanquan Economic Zone Helan, County Yinchuan, Ningxi A, China. , , China Chinachina",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202601,USP,,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2892738,2025-06-26,29419090,Azithromycin Amine Azithromycin Amine,2125.0,KG,10830.33,126.52,Usd,23014452.0,,6383058.5,0389021601,Anuh Pharma Ltd,"3-A, Shiv Sagar Estate, North Wing,,Dr. Annie Besant Road, Worli,","Bombay ,Maharashtra",Hong Kong Osiris International Co Ltd,"Room 1003, 10/F Tower 1, Lippo Cent Re 89 Queensway Admiralty H.K. Hong Kong, , China China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202506,USP,,USP grade unvalidated: 'Hong Kong Osiris International Co Ltd / Anuh Pharma Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Hong Kong Osiris International Co Ltd / Anuh Pharma Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2797661,2025-06-21,29419090,Azithromycin Amine Azithromycin Amine,500.0,KG,10693.84,124.93,Usd,5346922.5,,1081949.75,0391129988,Unimax Chemicals Pvt Ltd,"E-116, M.I.D.C., Tarapur,Boisar, Dist. Thane,",,Ningxia Taiyicin Biotech Co Ltd,"Pacific Road No.1 Nuanquan Economic Zone,Helan Country, Yinchuanningxi A, China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202506,USP,,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Unimax Chemicals Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Unimax Chemicals Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2784895,2025-06-20,29419090,Azithromycin Amine Azithromycin Amine,500.0,KG,10693.84,124.93,Usd,5346922.5,,1482968.88,0391129988,Unimax Chemicals Pvt Ltd,"E-116, M.I.D.C., Tarapur,Boisar, Dist. Thane,",,Ningxia Taiyicin Biotech Co Ltd,"Pacific Road No.1 Nuanquan Economic Zone,Helan Country, Yinchuanningxi A, China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202506,USP,,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Unimax Chemicals Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Unimax Chemicals Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2286964,2025-05-26,29419090,Azithromycin Amine Azithromycin Amine,2000.0,KG,10693.84,124.93,Usd,21387690.0,,5931875.5,0391129988,Unimax Chemicals Pvt Ltd,E-116 M.I.D.C. Tarapur Boisar Dist. Thane,,Ningxia Taiyicin Biotech Co Ltd,"Pacific Road No.1 Nuanquan Economic Zone,Helan Country, Yinchuanningxi A, China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Unimax Chemicals Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Unimax Chemicals Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Delhi,Indel4,4266590,2025-09-03,29419090,"Azithromycin Dihydrate Ip/Usp/Ep (Batch No. I250409034, I250509005, I250509006, I250809015)Azithromycin Dihydrate Ip/Usp/Ep (Batch No. I250409034, I250",609.0,KG,12030.76,134.5,Usd,7326735.0,,0.0,2208003012,Associated Biotech,"Village Kishanpura, Teh.Nalagarh. Guru Majra Road, Baddi",,Ningxia Taiyicin Biotech Co Ltd,Pacific Road No 1 Nuanquan Economic Zone Helan County Yinchuan Ningxia China,29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202509,USP,,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Associated Biotech' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Associated Biotech' not found in active FDA DMF holder list for azithromycin,
Delhi,Indel4,4266590,2025-09-03,29419090,Azithromycin Dihydrate Ip/Usp/Ep (Batch No. I250809015) Azithromycin Dihydrate Ip/Usp/Ep (Batch No. I250809015),1.0,KG,12030.76,134.5,Usd,12030.76,,3336.7,2208003012,Associated Biotech,"Village Kishanpura, Teh.Nalagarh. Guru Majra Road, Baddi",,Ningxia Taiyicin Biotech Co Ltd,Pacific Road No 1 Nuanquan Economic Zone Helan County Yinchuan Ningxia China,29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202509,USP,,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Associated Biotech' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Ningxia Taiyicin Biotech Co Ltd / Associated Biotech' not found in active FDA DMF holder list for azithromycin,
Bangalore,Inblr4,3522053,2025-07-26,29419090,Y0000306 Azithromycin (Laboratory Chemicals) Y0000306 Azithromycin (Laboratory Chemicals),1.0,NOS,10688.57,10688.57,Inr,10688.57,,2964.5,0703003453,Sigma Aldrich Chemicals Pvt Ltd,"Plot.No.12,Bommasandra-Jigani Link,Road,Indl.Area,Anekal Tq,",Bangalore,Sigma Aldrich International Gmbh,"Sigma Aldrich International Gmbhindustriestrasse-25-Ch 9471 Switzer Land Buchs, Switzerland Sdnf Switzerland",29,N|Rnberg (Nuremberg),FRANCE,data\raw\azithromycin_202603.xlsx,202507,USP,,USP grade unvalidated: 'Sigma Aldrich International Gmbh / Sigma Aldrich Chemicals Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Sigma Aldrich International Gmbh / Sigma Aldrich Chemicals Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Bangalore,Inblr4,0,2026-02-17,29419090,1046056-200Mg Azithromycin [For Further Sale] 1046056-200Mg Azithromycin [For Further Sale],1.0,NOS,24550.71,24550.71,Inr,24550.71,,6809.1,0703003453,Sigma Aldrich Chemicals Pvt Ltd,"Plot.No.12,Bommasandra-Jigani Link Road,Indl.Area,Anekal Tq,",Bangalore,Sigma Aldrich International Gmbh,"Sigma Aldrich International Gmbhindustriestrasse 25,Ch-9470 Buchs Sdnf Sdnf Switzerlandswitzerland",29,"Chicago, Il",UNITED STATES,data\raw\azithromycin_202603.xlsx,202602,USP,,USP grade unvalidated: 'Sigma Aldrich International Gmbh / Sigma Aldrich Chemicals Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Sigma Aldrich International Gmbh / Sigma Aldrich Chemicals Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Bangalore,Inblr4,0,2026-02-13,29419090,Y0000306 Azithromycin (For Further Sale) Y0000306 Azithromycin (For Further Sale),1.0,NOS,12529.99,12529.99,Inr,12529.99,,3475.2,0703003453,Sigma Aldrich Chemicals Pvt Ltd,"Plot.No.12,Bommasandra-Jigani Link Road,Indl.Area,Anekal Tq,",Bangalore,Sigma Aldrich International Gmbh,"Sigma Aldrich International Gmbhindustriestrasse 25,Ch-9471 Buchs S Witzerland Sdnf Switzerlandswitzerland",29,Frankfurt/Main Int'L,FRANCE,data\raw\azithromycin_202603.xlsx,202602,USP,,USP grade unvalidated: 'Sigma Aldrich International Gmbh / Sigma Aldrich Chemicals Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Sigma Aldrich International Gmbh / Sigma Aldrich Chemicals Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,0,2026-01-30,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),5325.0,KG,11083.0,121.5,Usd,59019584.0,,16369081.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Huei Ho International Co Ltd,"Huei-Ho International Co., Ltd.Room 2107, 21/F Wu Cc Building 308, Henn Essy Road, Wanchai Hong Kong , , Hong Kong Hong Konghong Kong",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202601,USP,,USP grade unvalidated: 'Huei Ho International Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Huei Ho International Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,0,2026-01-30,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),5175.0,KG,11083.0,121.5,Usd,57357060.0,,15907981.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Huei Ho International Co Ltd,"Huei-Ho International Co., Ltd.Room 2107, 21/F Wu Cc Building 308, Henn Essy Road, Wanchai Hong Kong , , Hong Kong Hong Konghong Kong",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202601,USP,,USP grade unvalidated: 'Huei Ho International Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Huei Ho International Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Bangalore,Inblr4,0,2026-02-26,29419090,75199-25Mg-F Azithromycin (For Further Sale) 75199-25Mg-F Azithromycin (For Further Sale),2.0,NOS,16058.07,16058.07,Inr,32116.14,,8907.4,0703003453,Sigma Aldrich Chemicals Pvt Ltd,"Plot.No.12,Bommasandra-Jigani Link Road,Indl.Area,Anekal Tq,",Bangalore,Sigma Aldrich International Gmbh,"Sigma Aldrich International Gmbhindustriestrasse 25,Ch-9471 Buchs S Witzerland Sdnf Switzerlandswitzerland",29,Frankfurt/Main Int'L,CHINA,data\raw\azithromycin_202603.xlsx,202602,USP,,USP grade unvalidated: 'Sigma Aldrich International Gmbh / Sigma Aldrich Chemicals Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Sigma Aldrich International Gmbh / Sigma Aldrich Chemicals Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,4242854,2025-09-02,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),5000.0,KG,10815.55,123.0,Usd,54077748.0,,14998463.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est,Off Veera D. Rd,Andheri-W",,Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202509,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,4541386,2025-09-16,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),910.0,KG,10949.64,123.0,Usd,9964169.0,,0.0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est,Off Veera D. Rd,Andheri-W",,Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202509,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,9887783,2025-05-05,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),5000.0,KG,10569.72,123.5,Usd,52848576.0,,14657553.0,0303015195,Pragati Raw Pharma Pvt Ltd,401 Sai Chambers Near Santacruz Bus Depot Santacruz (East),"Mumbai, Maharashtra.",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Industrial Zone, Xinli Village, Zhongxinhe Town, Qiezihe District China",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Pragati Raw Pharma Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Heilongjiang Lianshun Biotech Co Ltd / Pragati Raw Pharma Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,9911762,2025-05-07,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),5000.0,KG,10675.57,124.74,Usd,53377860.0,,10801010.0,0388114533,Mehta Api Pvt Ltd,315-318 Janki Centre Pl No.29 Shah Indl Est. Off Veera D. Rd Andheri-W,"Mumbai, Maharashtra",Huei Ho International Co Ltd,"Room 2107, 21/F Wu Cc Building 308, Henn Essy Road, Wanchai Hong Kong , , Hong Kong Hong Kong",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Huei Ho International Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Huei Ho International Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2048035,2025-05-14,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),5000.0,KG,10675.57,124.74,Usd,53377860.0,,14804350.0,0388114533,Mehta Api Pvt Ltd,315-318 Janki Centre Pl No.29 Shah Indl Est. Off Veera D. Rd Andheri-W,"Mumbai, Maharashtra",Huei Ho International Co Ltd,"Room 2107, 21/F Wu Cc Building 308, Henn Essy Road, Wanchai Hong Kong , , Hong Kong Hong Kong",29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Huei Ho International Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Huei Ho International Co Ltd / Mehta Api Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Madras Sea,Inmaa1,9411631,2025-04-10,29419090,Azithromycin Usp (Dihydrate) Azithromycin Usp (Dihydrate),500.0,KG,12167.3,140.5,Usd,6083650.0,,0.0,0791011739,Bal Pharma Ltd,5Th Floor Laxmi Narayan Complex 10/1 Palace Road,Bangalore,Hangzhou Dawn Ray Pharmaceutical Co Ltd,1613 Guangyin Building No.42 E.Fen Gqi Road Hangzhou Sdnf Cn,29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202504,USP,,USP grade unvalidated: 'Hangzhou Dawn Ray Pharmaceutical Co Ltd / Bal Pharma Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Hangzhou Dawn Ray Pharmaceutical Co Ltd / Bal Pharma Ltd' not found in active FDA DMF holder list for azithromycin,
Delhi,Indel4,9795641,2025-04-30,29415000,Azithromycin Amine Batch No-13250409003 Azithromycin Amine,500.0,KG,11188.8,129.5,Usd,5594400.0,,1551606.75,0597009554,Mahima Lifesciences Pvt Ltd,1705 4Th Floor Onkar Bhawan Bhagirath Palace,Delhi,Hangzhou Dawn Ray Pharmaceutical Co Ltd,Co.Ltd 1613 Guangyin Building No 42 E.Fengqi Road Hangzhou 310012 China China Sdnf,29,Beijing,CHINA,data\raw\azithromycin_202603.xlsx,202504,USP,,USP grade unvalidated: 'Hangzhou Dawn Ray Pharmaceutical Co Ltd / Mahima Lifesciences Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Hangzhou Dawn Ray Pharmaceutical Co Ltd / Mahima Lifesciences Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,9578162,2025-04-18,29419090,Azithromycin - Azithromycin Dihydrate Usp (White Or Almost White Powder)Azithromycin - Azithromycin Dihydrate Usp (White Or Almost W,500.0,KG,12009.6,139.0,Usd,6004800.0,,0.0,3008006477,Magbro Health Care Pvt Ltd,Om Shanti Complex 218 Industrial Area A,"Ludhiana, Punjab",Zhejiang Hengdian Apeloa Import And Export Co Ltd,13F T1 Hengdian Center No. 136 F Uchun Road Shangcheng District Ha Ngzhou China China,29,Shanghai,CHINA,data\raw\azithromycin_202603.xlsx,202504,USP,,USP grade unvalidated: 'Zhejiang Hengdian Apeloa Import And Export Co Ltd / Magbro Health Care Pvt Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Zhejiang Hengdian Apeloa Import And Export Co Ltd / Magbro Health Care Pvt Ltd' not found in active FDA DMF holder list for azithromycin,
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,15.56,KG,12096.0,140.0,Usd,188237.95,,38090.0,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),CHINA,data\raw\azithromycin_202603.xlsx,202505,USP,,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,False,False,USP grade unvalidated: 'Mdnf / Innova Captab Ltd' not found in active FDA DMF holder list for azithromycin,
